TotalCores,MatrixSize,SingleCore,Time
12,200,8,1008.3333333333334
12,200,9,1008.4
12,200,10,1008.6333333333333
12,200,11,1008.7666666666667
12,300,0,2589.733333333333
12,300,1,2589.0
12,300,2,2588.6666666666665
12,300,3,2588.8
12,300,4,2589.0
12,300,5,2588.8
12,300,6,2588.4333333333334
12,300,7,2589.133333333333
12,300,8,2589.0
12,300,9,2589.0
12,300,10,2588.7
12,300,11,2588.733333333333
12,400,0,5555.833333333333
12,400,1,5552.733333333334
12,400,2,5558.9
12,400,3,5558.3
12,400,4,5554.933333333333
12,400,5,5557.333333333333
12,400,6,5555.1
12,400,7,5557.233333333334
12,400,8,5555.7
12,400,9,5558.466666666666
12,400,10,5551.433333333333
12,400,11,5543.4
12,500,0,10257.566666666668
12,500,1,10266.9
12,500,2,10264.6
12,500,3,10268.933333333332
12,500,4,10269.533333333333
12,500,5,10267.066666666668
12,500,6,10263.333333333334
12,500,7,10264.5
12,500,8,10270.933333333332
12,500,9,10265.9
12,500,10,10259.7
12,500,11,10239.9
12,600,0,17856.466666666667
12,600,1,17882.833333333332
12,600,2,17881.933333333334
12,600,3,17882.2
12,600,4,17879.966666666667
12,600,5,17879.533333333333
12,600,6,17882.5
12,600,7,17877.333333333332
12,600,8,17874.533333333333
12,600,9,17872.833333333332
12,600,10,17879.733333333334
12,600,11,17849.2
12,700,0,29051.433333333334
12,700,1,29074.4
12,700,2,29072.5
12,700,3,29071.0
12,700,4,29073.233333333334
12,700,5,29070.866666666665
12,700,6,29068.266666666666
12,700,7,29067.233333333334
12,700,8,29057.533333333333
12,700,9,29056.333333333332
12,700,10,29047.2
12,700,11,29026.9
12,800,0,41647.2
12,800,1,41666.46666666667
12,800,2,41669.933333333334
12,800,3,41669.76666666667
12,800,4,41667.666666666664
12,800,5,41672.066666666666
12,800,6,41669.8
12,800,7,41663.76666666667
12,800,8,41660.5
12,800,9,41658.2
12,800,10,41641.96666666667
12,800,11,41629.46666666667
12,900,0,59906.03333333333
12,900,1,59928.5
12,900,2,59928.166666666664
12,900,3,59929.666666666664
12,900,4,59925.23333333333
12,900,5,59926.53333333333
12,900,6,59930.23333333333
12,900,7,59919.46666666667
12,900,8,59920.53333333333
12,900,9,59914.76666666667
12,900,10,59910.23333333333
12,900,11,59884.76666666667
12,1000,0,79718.13333333333
12,1000,1,79743.13333333333
12,1000,2,79740.06666666667
12,1000,3,79741.66666666667
12,1000,4,79735.36666666667
12,1000,5,79736.6
12,1000,6,79739.43333333333
12,1000,7,79730.73333333334
12,1000,8,79732.46666666666
12,1000,9,79727.86666666667
12,1000,10,79711.73333333334
12,1000,11,79700.2
13,100,0,170.76666666666668
